GC	median	loQ	hiQ
13	0.928975640333618	126.906588991563	712.074645748988
14	0.936915603071512	126.906588991563	712.074645748988
15	1.06924831536975	126.906588991563	712.074645748988
16	1.05336838989396	126.906588991563	712.074645748988
17	1.07454162386168	126.906588991563	712.074645748988
18	1.0877748950915	126.906588991563	712.074645748988
19	1.0877748950915	126.906588991563	712.074645748988
20	1.08248158659957	126.906588991563	712.074645748988
21	1.08248158659957	126.906588991563	712.074645748988
22	1.07983493235361	126.906588991563	712.074645748988
23	1.08248158659957	126.906588991563	712.074645748988
24	1.07983493235361	126.906588991563	712.074645748988
25	1.07718827810764	126.906588991563	712.074645748988
26	1.07718827810764	126.906588991563	712.074645748988
27	1.07454162386168	126.906588991563	712.074645748988
28	1.07189496961571	126.906588991563	712.074645748988
29	1.06660166112378	126.906588991563	712.074645748988
30	1.06924831536975	126.906588991563	712.074645748988
31	1.06395500687782	126.906588991563	712.074645748988
32	1.06130835263185	126.906588991563	712.074645748988
33	1.05601504413992	126.906588991563	712.074645748988
34	1.05336838989396	126.906588991563	712.074645748988
35	1.04807508140203	126.906588991563	712.074645748988
36	1.04542842715607	126.906588991563	712.074645748988
37	1.04013511866414	126.906588991563	712.074645748988
38	1.03484181017221	126.906588991563	712.074645748988
39	1.02954850168028	126.906588991563	712.074645748988
40	1.02690184743431	126.906588991563	712.074645748988
41	1.01896188469642	126.906588991563	712.074645748988
42	1.01366857620449	126.906588991563	712.074645748988
43	1.01102192195852	126.906588991563	712.074645748988
44	1.00308195922063	126.906588991563	712.074645748988
45	0.997788650728701	126.906588991563	712.074645748988
46	0.992495342236771	126.906588991563	712.074645748988
47	0.984555379498877	126.906588991563	712.074645748988
48	0.979262071006947	126.906588991563	712.074645748988
49	0.971322108269053	126.906588991563	712.074645748988
50	0.963382145531159	126.906588991563	712.074645748988
51	0.955442182793265	126.906588991563	712.074645748988
52	0.950148874301336	126.906588991563	712.074645748988
53	0.944855565809406	126.906588991563	712.074645748988
54	0.939562257317477	126.906588991563	712.074645748988
55	0.934268948825547	126.906588991563	712.074645748988
56	0.931622294579583	126.906588991563	712.074645748988
57	0.928975640333618	126.906588991563	712.074645748988
58	0.923682331841688	126.906588991563	712.074645748988
59	0.921035677595724	126.906588991563	712.074645748988
60	0.918389023349759	126.906588991563	712.074645748988
61	0.913095714857829	126.906588991563	712.074645748988
62	0.905155752119935	126.906588991563	712.074645748988
63	0.9078024063659	126.906588991563	712.074645748988
64	0.899862443628006	126.906588991563	712.074645748988
65	0.90250909787397	126.906588991563	712.074645748988
66	0.90250909787397	126.906588991563	712.074645748988
67	0.9078024063659	126.906588991563	712.074645748988
68	0.913095714857829	126.906588991563	712.074645748988
69	0.910449060611865	126.906588991563	712.074645748988
70	0.923682331841688	126.906588991563	712.074645748988
71	0.915742369103794	126.906588991563	712.074645748988
72	0.926328986087653	126.906588991563	712.074645748988
73	0.939562257317477	126.906588991563	712.074645748988
74	0.942208911563441	126.906588991563	712.074645748988
75	0.939562257317477	126.906588991563	712.074645748988
76	0.950148874301336	126.906588991563	712.074645748988
77	0.942208911563441	126.906588991563	712.074645748988
78	0.95808883703923	126.906588991563	712.074645748988
79	0.946178892932388	126.906588991563	712.074645748988
80	0.939562257317477	126.906588991563	712.074645748988
81	0.9078024063659	126.906588991563	712.074645748988
82	0.944855565809406	126.906588991563	712.074645748988
83	0.964705472654142	126.906588991563	712.074645748988
84	0.922359004718706	126.906588991563	712.074645748988
85	1.04013511866414	126.906588991563	712.074645748988
86	0.905155752119935	126.906588991563	712.074645748988
87	1.39214013337744	126.906588991563	712.074645748988
88	1.61181243579252	126.906588991563	712.074645748988
