GC	median	loQ	hiQ
12	1.22474502962391	2206.30674716564	4022.29835108814
13	1.21112954755821	2206.30674716564	4022.29835108814
14	1.25667657684942	2206.30674716564	4022.29835108814
15	1.22053071374643	2206.30674716564	4022.29835108814
16	1.21534386343569	2206.30674716564	4022.29835108814
17	1.20983283498053	2206.30674716564	4022.29835108814
18	1.20561851910305	2206.30674716564	4022.29835108814
19	1.19945913435904	2206.30674716564	4022.29835108814
20	1.19329974961504	2206.30674716564	4022.29835108814
21	1.18551947414893	2206.30674716564	4022.29835108814
22	1.18000844569376	2206.30674716564	4022.29835108814
23	1.17222817022765	2206.30674716564	4022.29835108814
24	1.16477207290596	2206.30674716564	4022.29835108814
25	1.15764015372869	2206.30674716564	4022.29835108814
26	1.14953570011815	2206.30674716564	4022.29835108814
27	1.14207960279646	2206.30674716564	4022.29835108814
28	1.13462350547477	2206.30674716564	4022.29835108814
29	1.12684323000866	2206.30674716564	4022.29835108814
30	1.11873877639812	2206.30674716564	4022.29835108814
31	1.11095850093201	2206.30674716564	4022.29835108814
32	1.10350240361032	2206.30674716564	4022.29835108814
33	1.09539794999979	2206.30674716564	4022.29835108814
34	1.08761767453367	2206.30674716564	4022.29835108814
35	1.07951322092314	2206.30674716564	4022.29835108814
36	1.07173294545703	2206.30674716564	4022.29835108814
37	1.06362849184649	2206.30674716564	4022.29835108814
38	1.05487568194712	2206.30674716564	4022.29835108814
39	1.04741958462543	2206.30674716564	4022.29835108814
40	1.03899095287047	2206.30674716564	4022.29835108814
41	1.03023814297109	2206.30674716564	4022.29835108814
42	1.02180951121614	2206.30674716564	4022.29835108814
43	1.01305670131676	2206.30674716564	4022.29835108814
44	1.00462806956181	2206.30674716564	4022.29835108814
45	0.995875259662428	2206.30674716564	4022.29835108814
46	0.987122449763051	2206.30674716564	4022.29835108814
47	0.979342174296939	2206.30674716564	4022.29835108814
48	0.970589364397562	2206.30674716564	4022.29835108814
49	0.962484910787028	2206.30674716564	4022.29835108814
50	0.950814497587859	2206.30674716564	4022.29835108814
51	0.93914408438869	2206.30674716564	4022.29835108814
52	0.932336343355841	2206.30674716564	4022.29835108814
53	0.925528602322992	2206.30674716564	4022.29835108814
54	0.918720861290144	2206.30674716564	4022.29835108814
55	0.913209832834981	2206.30674716564	4022.29835108814
56	0.90834716066866	2206.30674716564	4022.29835108814
57	0.903160310357918	2206.30674716564	4022.29835108814
58	0.898945994480441	2206.30674716564	4022.29835108814
59	0.894731678602963	2206.30674716564	4022.29835108814
60	0.891165719014328	2206.30674716564	4022.29835108814
61	0.887923937570114	2206.30674716564	4022.29835108814
62	0.885330512414743	2206.30674716564	4022.29835108814
63	0.883385443548215	2206.30674716564	4022.29835108814
64	0.881764552826108	2206.30674716564	4022.29835108814
65	0.881440374681687	2206.30674716564	4022.29835108814
66	0.882737087259372	2206.30674716564	4022.29835108814
67	0.884033799837058	2206.30674716564	4022.29835108814
68	0.888248115714536	2206.30674716564	4022.29835108814
69	0.890841540869907	2206.30674716564	4022.29835108814
70	0.894407500458541	2206.30674716564	4022.29835108814
71	0.898297638191598	2206.30674716564	4022.29835108814
72	0.901863597780233	2206.30674716564	4022.29835108814
73	0.909319695101924	2206.30674716564	4022.29835108814
74	0.907374626235396	2206.30674716564	4022.29835108814
75	0.906240002729921	2206.30674716564	4022.29835108814
76	0.904457022935604	2206.30674716564	4022.29835108814
77	0.904781201080025	2206.30674716564	4022.29835108814
78	0.907374626235396	2206.30674716564	4022.29835108814
79	0.906726269946553	2206.30674716564	4022.29835108814
80	0.897973460047177	2206.30674716564	4022.29835108814
81	0.900080617985915	2206.30674716564	4022.29835108814
82	0.895704213036227	2206.30674716564	4022.29835108814
83	0.864583111171776	2206.30674716564	4022.29835108814
84	0.856802835705663	2206.30674716564	4022.29835108814
85	0.800720016720767	2206.30674716564	4022.29835108814
86	0.789697959810441	2206.30674716564	4022.29835108814
87	0.724376063709537	2206.30674716564	4022.29835108814
