GC	median	loQ	hiQ
12	0.479558301564349	5.88777089783282	111.867647058824
13	0.779282240042067	5.88777089783282	111.867647058824
14	0.999079794925726	5.88777089783282	111.867647058824
15	0.999079794925726	5.88777089783282	111.867647058824
16	0.959116603128697	5.88777089783282	111.867647058824
17	0.959116603128697	5.88777089783282	111.867647058824
18	0.999079794925726	5.88777089783282	111.867647058824
19	0.999079794925726	5.88777089783282	111.867647058824
20	0.999079794925726	5.88777089783282	111.867647058824
21	0.999079794925726	5.88777089783282	111.867647058824
22	1.01906139082424	5.88777089783282	111.867647058824
23	1.01906139082424	5.88777089783282	111.867647058824
24	1.01906139082424	5.88777089783282	111.867647058824
25	1.01906139082424	5.88777089783282	111.867647058824
26	1.01906139082424	5.88777089783282	111.867647058824
27	1.01906139082424	5.88777089783282	111.867647058824
28	1.01906139082424	5.88777089783282	111.867647058824
29	1.01906139082424	5.88777089783282	111.867647058824
30	1.01906139082424	5.88777089783282	111.867647058824
31	1.01906139082424	5.88777089783282	111.867647058824
32	1.01906139082424	5.88777089783282	111.867647058824
33	1.01906139082424	5.88777089783282	111.867647058824
34	1.01906139082424	5.88777089783282	111.867647058824
35	1.01906139082424	5.88777089783282	111.867647058824
36	1.01906139082424	5.88777089783282	111.867647058824
37	1.01906139082424	5.88777089783282	111.867647058824
38	1.01906139082424	5.88777089783282	111.867647058824
39	1.01906139082424	5.88777089783282	111.867647058824
40	1.01906139082424	5.88777089783282	111.867647058824
41	1.01906139082424	5.88777089783282	111.867647058824
42	1.01906139082424	5.88777089783282	111.867647058824
43	1.01906139082424	5.88777089783282	111.867647058824
44	1.01906139082424	5.88777089783282	111.867647058824
45	0.999079794925726	5.88777089783282	111.867647058824
46	0.999079794925726	5.88777089783282	111.867647058824
47	0.999079794925726	5.88777089783282	111.867647058824
48	0.999079794925726	5.88777089783282	111.867647058824
49	0.999079794925726	5.88777089783282	111.867647058824
50	0.999079794925726	5.88777089783282	111.867647058824
51	0.999079794925726	5.88777089783282	111.867647058824
52	0.999079794925726	5.88777089783282	111.867647058824
53	0.999079794925726	5.88777089783282	111.867647058824
54	0.999079794925726	5.88777089783282	111.867647058824
55	0.999079794925726	5.88777089783282	111.867647058824
56	0.999079794925726	5.88777089783282	111.867647058824
57	0.999079794925726	5.88777089783282	111.867647058824
58	0.999079794925726	5.88777089783282	111.867647058824
59	0.999079794925726	5.88777089783282	111.867647058824
60	0.999079794925726	5.88777089783282	111.867647058824
61	0.999079794925726	5.88777089783282	111.867647058824
62	0.999079794925726	5.88777089783282	111.867647058824
63	0.999079794925726	5.88777089783282	111.867647058824
64	0.999079794925726	5.88777089783282	111.867647058824
65	0.999079794925726	5.88777089783282	111.867647058824
66	0.999079794925726	5.88777089783282	111.867647058824
67	0.999079794925726	5.88777089783282	111.867647058824
68	1.01906139082424	5.88777089783282	111.867647058824
69	0.999079794925726	5.88777089783282	111.867647058824
70	1.01906139082424	5.88777089783282	111.867647058824
71	1.01906139082424	5.88777089783282	111.867647058824
72	1.01906139082424	5.88777089783282	111.867647058824
73	0.999079794925726	5.88777089783282	111.867647058824
74	0.999079794925726	5.88777089783282	111.867647058824
75	1.01906139082424	5.88777089783282	111.867647058824
76	1.01906139082424	5.88777089783282	111.867647058824
77	0.999079794925726	5.88777089783282	111.867647058824
78	0.979098199027212	5.88777089783282	111.867647058824
79	0.999079794925726	5.88777089783282	111.867647058824
80	0.999079794925726	5.88777089783282	111.867647058824
81	0.959116603128697	5.88777089783282	111.867647058824
82	0.999079794925726	5.88777089783282	111.867647058824
83	0.939135007230183	5.88777089783282	111.867647058824
84	0.919153411331668	5.88777089783282	111.867647058824
85	0.759300644143552	5.88777089783282	111.867647058824
86	0.889181017483896	5.88777089783282	111.867647058824
87	1.85828841856185	5.88777089783282	111.867647058824
